tokens,type_token_ratio,avg_sentence_len,stopword_ratio,sections,layers,training_hours,flops_per_hour,energy_kwh
26.0,0.5,26.0,0.0,0.0,50,4.5714870324752965,2.9938961483677876e+19,0.10230701670583706
29.0,0.4827586206896552,29.0,0.0,0.0,48,8.755036832150827,2.1039323871748332e+20,1.3356155466773978
36.0,0.3611111111111111,36.0,0.0,0.0,11,9.849224290255036,4.486806395202389e+20,0.7361823300686134
28.0,0.42857142857142855,28.0,0.0,0.0,18,0.6547960631149228,1.4613123706168032e+20,0.025515397696877364
36.0,0.3611111111111111,36.0,0.0,0.0,6,0.7519503132040922,1.1127586177987609e+20,0.00760317011713742
9.0,0.8888888888888888,9.0,0.0,0.0,40,7.2001656535113785,3.936958689759439e+20,1.7269472913845645
10.0,0.8,10.0,0.0,0.0,25,9.195766106629517,4.928172922997196e+20,1.6937724167923967
12.0,0.6666666666666666,12.0,0.0,0.0,46,1.8841487409329796,2.682686842707074e+20,0.3386906266861816
22.0,0.4090909090909091,22.0,0.0,0.0,51,3.617417109454189,1.6431703700872925e+19,0.04330849178341764
33.0,0.3939393939393939,33.0,0.0,0.0,46,9.403401342124907,3.3302955302811494e+20,2.168123112817423
8.0,0.75,8.0,0.0,0.0,40,4.58266861947288,3.589614451646157e+20,0.9606807886082074
18.0,0.5,18.0,0.0,0.0,38,8.041268054767247,2.7196615648815818e+20,1.1925453433794444
20.0,0.55,20.0,0.0,0.0,59,5.856770696874422,3.090312399392354e+20,1.5697480483322115
6.0,1.0,6.0,0.0,0.0,25,4.033345893282586,3.425388477993736e+20,0.5336343692674473
16.0,0.625,16.0,0.0,0.0,24,9.128539417993625,4.73081015208721e+20,1.5235804516797022
37.0,0.3783783783783784,37.0,0.0,0.0,45,1.6766612686225375,2.34909490940736e+20,0.2709715347212992
29.0,0.3448275862068966,29.0,0.0,0.0,2,1.5548526788699484,3.384032169155569e+19,0.0015315999940950184
19.0,0.47368421052631576,19.0,0.0,0.0,12,4.155573660685784,4.570551397797173e+20,0.3263742335795568
24.0,0.4583333333333333,24.0,0.0,0.0,56,4.0836621943407305,2.4657141708969332e+20,0.8251327658232849
30.0,0.43333333333333335,30.0,0.0,0.0,19,5.612850423180773,4.03586611075798e+20,0.6448849791129865
38.0,0.34210526315789475,38.0,0.0,0.0,35,9.182911513709612,4.055448110113121e+20,1.9836127377821882
36.0,0.3333333333333333,36.0,0.0,0.0,45,1.290133021585179,8.562377820058024e+19,0.07473029208591547
18.0,0.6111111111111112,18.0,0.0,0.0,16,3.6037571075166346,1.1705162895688453e+20,0.09985081589215948
20.0,0.5,20.0,0.0,0.0,54,8.817802051528275,2.9035378934633654e+20,2.0047009934244664
26.0,0.46153846153846156,26.0,0.0,0.0,59,3.3879495209795927,2.912973075796434e+19,0.0861537630420046
38.0,0.3684210526315789,38.0,0.0,0.0,23,6.55448603865099,1.818866974185797e+20,0.4201753878533733
7.0,1.0,7.0,0.0,0.0,18,7.018262049012156,4.7367161455094904e+20,0.9289900311733736
39.0,0.3333333333333333,39.0,0.0,0.0,3,4.639717937320123,2.605723084383079e+20,0.05534115166476414
32.0,0.40625,32.0,0.0,0.0,29,5.706898551618888,1.82808202521091e+20,0.454577890996364
8.0,0.625,8.0,0.0,0.0,4,7.47702361177036,4.959701343249993e+20,0.2091526548465648
14.0,0.5714285714285714,14.0,0.0,0.0,43,5.861036287832702,4.0230985318104315e+20,1.4535262250971586
16.0,0.6875,16.0,0.0,0.0,14,5.916486767478084,1.5915346605224038e+20,0.1970830283751066
24.0,0.4583333333333333,24.0,0.0,0.0,47,4.072201708871375,3.376259945438338e+20,0.9455974269331493
16.0,0.5,16.0,0.0,0.0,12,2.8263024723034857,2.688333708548485e+20,0.12947067328467937
23.0,0.43478260869565216,23.0,0.0,0.0,19,6.964237115071148,2.521473482659055e+20,0.48258507364562775
13.0,0.6923076923076923,13.0,0.0,0.0,10,5.955055875247481,3.524781487247546e+20,0.30948539517720314
8.0,0.875,8.0,0.0,0.0,57,9.68682320686221,2.478450140933575e+20,2.0663950990171362
32.0,0.40625,32.0,0.0,0.0,48,6.376558447566372,8.435302121108673e+19,0.3879204767505139
38.0,0.3684210526315789,38.0,0.0,0.0,26,2.245591709932466,2.3832451198302696e+20,0.2132239822790974
32.0,0.40625,32.0,0.0,0.0,36,7.862227344571228,4.3874911593677955e+19,0.18658590509983364
12.0,0.5833333333333334,12.0,0.0,0.0,57,7.7556935894052215,6.573844845356078e+19,0.41363908467369215
31.0,0.41935483870967744,31.0,0.0,0.0,35,9.397224830158972,4.575159852504998e+19,0.22575388632671542
38.0,0.34210526315789475,38.0,0.0,0.0,56,7.324840534828359,8.064617053759626e+19,0.5034305271647398
19.0,0.6842105263157895,19.0,0.0,0.0,38,3.586034542933496,1.8605980490811323e+20,0.38441700970544745
9.0,0.7777777777777778,9.0,0.0,0.0,48,4.089146391391536,2.2425121135674805e+20,0.6508226502209691
6.0,0.8333333333333334,6.0,0.0,0.0,38,2.312709570244959,1.9855530476940716e+20,0.2579636766599712
5.0,1.0,5.0,0.0,0.0,4,7.889689055893359,4.816539110838103e+20,0.23370612484687953
5.0,0.8,5.0,0.0,0.0,34,3.9185865065135963,4.017955639322024e+20,0.7802289430962268
5.0,0.8,5.0,0.0,0.0,33,9.69368156450593,1.7187244889696313e+19,0.0801341283742696
37.0,0.2972972972972973,37.0,0.0,0.0,44,3.3796444901067715,1.1328580613876418e+20,0.2520881230958074
36.0,0.3611111111111111,36.0,0.0,0.0,41,2.4140192809846255,4.680726342220588e+20,0.7016025980507525
9.0,0.7777777777777778,9.0,0.0,0.0,46,8.29938316563581,2.8413583886315156e+20,1.6039234190347205
16.0,0.6875,16.0,0.0,0.0,22,6.474808314104556,4.315588096167892e+20,0.9190323009901261
21.0,0.6190476190476191,21.0,0.0,0.0,53,3.600776846068787,2.7794692962196885e+20,0.7983711037370799
23.0,0.5217391304347826,23.0,0.0,0.0,26,9.178863622659081,4.1424700553103724e+20,1.4643135176048465
5.0,0.6,5.0,0.0,0.0,10,5.342603351249362,1.582054161469631e+20,0.11643026533935082
7.0,0.8571428571428571,7.0,0.0,0.0,26,3.584378829517027,3.35668536511469e+20,0.4677812565845657
33.0,0.36363636363636365,33.0,0.0,0.0,37,3.3924292666268503,2.5598411708338643e+19,0.047970266408361904
28.0,0.35714285714285715,28.0,0.0,0.0,41,4.191054653074335,3.994972440987882e+20,0.9973414791268956
17.0,0.7058823529411765,17.0,0.0,0.0,58,5.62704017271975,1.8195190528462592e+20,0.8966010975760855
14.0,0.6428571428571429,14.0,0.0,0.0,12,4.546821094763655,3.286915853542224e+20,0.26222102178136186
34.0,0.38235294117647056,34.0,0.0,0.0,37,1.5072843126218465,3.1359828158833846e+20,0.2637272327787064
28.0,0.5,28.0,0.0,0.0,33,9.935354180796805,1.54378477149677e+20,0.7642949559448078
36.0,0.3333333333333333,36.0,0.0,0.0,21,4.4352227802801565,8.223666047980084e+19,0.11514775816621985
5.0,0.8,5.0,0.0,0.0,5,7.429261918051301,2.0259380344919428e+20,0.1096857969986739
25.0,0.44,25.0,0.0,0.0,28,8.624686630491542,4.987223210052177e+20,1.7625964398420328
33.0,0.3939393939393939,33.0,0.0,0.0,50,0.5675011538501202,3.1168676559887524e+19,0.013311085593412457
29.0,0.4482758620689655,29.0,0.0,0.0,16,9.749516631587685,6.171700495521265e+19,0.14410355182369605
17.0,0.7058823529411765,17.0,0.0,0.0,4,2.2798550757446163,4.4420382092687265e+20,0.061162351104193186
13.0,0.6153846153846154,13.0,0.0,0.0,55,9.923631279709396,2.781060861419388e+20,2.191325407631922
29.0,0.41379310344827586,29.0,0.0,0.0,52,6.346158985772039,7.085620537496161e+19,0.3467674957978439
35.0,0.4,35.0,0.0,0.0,8,8.834297464962964,3.3423494276791625e+20,0.3596426245452712
32.0,0.40625,32.0,0.0,0.0,47,1.2616208644131042,2.5832489555034938e+20,0.23014813699835565
11.0,0.7272727272727273,11.0,0.0,0.0,39,1.1428067620310174,4.7038842059082066e+20,0.30889962132161414
13.0,0.6923076923076923,13.0,0.0,0.0,44,4.706975761014971,2.374415799404096e+20,0.7250593066483008
14.0,0.6428571428571429,14.0,0.0,0.0,58,9.14803664718076,3.3893695673000434e+20,2.629448213847196
22.0,0.5,22.0,0.0,0.0,50,5.597344521106286,5.167167808232439e+19,0.21185671493416644
14.0,0.5,14.0,0.0,0.0,18,8.499584810979593,3.203478827778502e+20,0.6886021892682173
7.0,0.8571428571428571,7.0,0.0,0.0,46,8.864131764670677,1.0950192960749817e+20,0.6676682687274283
8.0,0.875,8.0,0.0,0.0,29,1.386478321095298,2.79527830997705e+20,0.1697122077578633
25.0,0.52,25.0,0.0,0.0,24,9.82186551784297,4.544560691780946e+20,1.6020776073776695
11.0,0.6363636363636364,11.0,0.0,0.0,2,8.549788517423899,4.66052276176913e+20,0.11452241740572049
32.0,0.4375,32.0,0.0,0.0,44,2.5713632419728985,3.453240902248734e+19,0.05919099178698367
30.0,0.43333333333333335,30.0,0.0,0.0,31,8.159976195384651,7.737252429345296e+19,0.2932552481204869
20.0,0.35,20.0,0.0,0.0,38,8.68486752707566,1.441568840491546e+19,0.06612976535799953
30.0,0.4,30.0,0.0,0.0,21,2.4342533106069535,4.0754285399520634e+20,0.30937470358300284
9.0,0.5555555555555556,9.0,0.0,0.0,4,2.781351222731637,3.800135594078266e+20,0.05875474160113491
25.0,0.44,25.0,0.0,0.0,22,5.891329412070031,3.9410136988415e+19,0.07475438259091058
18.0,0.6666666666666666,18.0,0.0,0.0,16,6.40735977161308,1.696682408511889e+20,0.2612000107509841
20.0,0.55,20.0,0.0,0.0,54,4.0735175752883315,3.248882996823043e+20,1.0505452421768062
22.0,0.5454545454545454,22.0,0.0,0.0,35,2.127495349887491,4.891362789457802e+19,0.05402079014739906
5.0,0.8,5.0,0.0,0.0,48,6.027917049808572,4.5223932500749045e+20,1.9071523720094776
21.0,0.47619047619047616,21.0,0.0,0.0,51,8.668351610915574,3.744802008189288e+20,2.397159749654319
29.0,0.4827586206896552,29.0,0.0,0.0,16,6.349489776688793,4.04976729959496e+20,0.6214974512518673
29.0,0.4482758620689655,29.0,0.0,0.0,50,2.6353160633713997,2.77609816147882e+20,0.5475254465946987
33.0,0.3939393939393939,33.0,0.0,0.0,34,9.043206714306258,4.256852961203174e+20,1.969919072863246
34.0,0.38235294117647056,34.0,0.0,0.0,30,7.653123278097436,1.5885014827815444e+19,0.054996112129927895
16.0,0.625,16.0,0.0,0.0,54,8.673372301486618,2.7519357720762637e+20,1.8946865707090985
16.0,0.5625,16.0,0.0,0.0,13,3.711618039329116,4.367136948300265e+20,0.30448877525343804
32.0,0.40625,32.0,0.0,0.0,12,6.111987344642484,2.931744506000468e+20,0.3230756992907518
6.0,0.6666666666666666,6.0,0.0,0.0,58,2.5439966329270614,4.196466287675425e+20,0.874098599175388
29.0,0.4827586206896552,29.0,0.0,0.0,36,6.23535845226751,1.9119686343036823e+20,0.6483285709188137
18.0,0.5555555555555556,18.0,0.0,0.0,57,5.482582414489547,2.6509045942317007e+20,1.2072018927779151
21.0,0.5238095238095238,21.0,0.0,0.0,16,2.51828020726263,1.814621694301088e+19,0.010726234708891405
33.0,0.3939393939393939,33.0,0.0,0.0,39,2.053818748031756,3.3021157204621925e+20,0.3980864269993501
17.0,0.5882352941176471,17.0,0.0,0.0,4,2.3206787757640015,1.297811740535369e+20,0.017622597642020118
27.0,0.4074074074074074,27.0,0.0,0.0,52,6.484804184034052,6.685137574698681e+19,0.33035843968595
39.0,0.358974358974359,39.0,0.0,0.0,49,8.425962573253132,2.801666065125564e+20,1.7768409922790909
23.0,0.5217391304347826,23.0,0.0,0.0,10,0.8330287828126581,4.929397442803559e+20,0.060822780709657964
10.0,0.5,10.0,0.0,0.0,45,4.334846782525084,3.922521368985625e+19,0.10520933652734932
32.0,0.34375,32.0,0.0,0.0,42,6.464562380365983,3.910996731947333e+20,1.5689292637998935
34.0,0.38235294117647056,34.0,0.0,0.0,4,5.877295909337703,2.1609751214592285e+20,0.07660757513922237
33.0,0.30303030303030304,33.0,0.0,0.0,23,9.069892447519337,4.932081712178234e+20,1.5111129081834298
5.0,0.8,5.0,0.0,0.0,14,7.826212616160078,2.957800430524341e+20,0.4723425928024747
12.0,0.75,12.0,0.0,0.0,41,3.6609903229833223,2.2627242992737953e+20,0.5060580606151455
25.0,0.36,25.0,0.0,0.0,12,7.444375714575564,2.6707008286811138e+20,0.3415278492982264
7.0,0.7142857142857143,7.0,0.0,0.0,41,8.240033671374864,2.2327407918685055e+20,1.0848626272070019
28.0,0.39285714285714285,28.0,0.0,0.0,20,3.3979998157933697,3.838667083467967e+20,0.38274206781897613
13.0,0.8461538461538461,13.0,0.0,0.0,38,4.58528042818874,1.412660489073577e+20,0.3780660130879079
16.0,0.625,16.0,0.0,0.0,50,9.325225987035713,7.565889829197085e+19,0.5185691985095423
39.0,0.3333333333333333,39.0,0.0,0.0,34,2.9487473024518143,1.0451935803709804e+20,0.15988963293793168
37.0,0.35135135135135137,37.0,0.0,0.0,41,3.5505174761713754,1.2067828409283061e+20,0.26667850245391045
20.0,0.6,20.0,0.0,0.0,47,5.679134491654318,1.8084495791076288e+20,0.7192380995303846
12.0,0.75,12.0,0.0,0.0,30,4.825190807778713,2.458264510888252e+19,0.05302133108498902
6.0,1.0,6.0,0.0,0.0,10,9.599024139577686,2.6390595899191994e+20,0.39138552916051406
5.0,1.0,5.0,0.0,0.0,49,5.33652217349012,3.560917784415469e+20,1.4316322379792814
33.0,0.3333333333333333,33.0,0.0,0.0,38,6.38243498900366,8.973343899194833e+19,0.32227787426251925
5.0,0.6,5.0,0.0,0.0,44,8.517521900384356,5.119418792496066e+19,0.2642884605565686
25.0,0.48,25.0,0.0,0.0,3,4.866341782300147,4.382729807973367e+20,0.09466371186994693
22.0,0.45454545454545453,22.0,0.0,0.0,39,8.907537213039634,3.3657886917130204e+20,1.6916988620314348
28.0,0.42857142857142855,28.0,0.0,0.0,53,3.7104071166125077,3.1298146071207176e+20,0.9117940699819018
19.0,0.5789473684210527,19.0,0.0,0.0,58,3.742545802276696,2.951627456578524e+20,0.9444465900082305
34.0,0.38235294117647056,34.0,0.0,0.0,38,3.5246834929600657,4.09550516511085e+20,0.8271715706945137
38.0,0.34210526315789475,38.0,0.0,0.0,12,2.4175518694761124,4.9939084496760976e+20,0.2204789941683032
30.0,0.4,30.0,0.0,0.0,51,6.831040579301775,4.116536026630029e+20,2.1296852134184463
30.0,0.43333333333333335,30.0,0.0,0.0,58,8.558007408399305,1.720035617144804e+20,1.2792238063882808
29.0,0.41379310344827586,29.0,0.0,0.0,15,3.9697409052916277,3.5730947053453974e+20,0.31553253672107134
21.0,0.47619047619047616,21.0,0.0,0.0,48,2.7877692354803156,2.2321311314837317e+20,0.43249310065175783
8.0,0.75,8.0,0.0,0.0,36,4.3953620642350195,1.0726851718600619e+20,0.2478119752238854
24.0,0.5833333333333334,24.0,0.0,0.0,10,2.9682778118264075,2.988207086787393e+20,0.1342300757318488
12.0,0.6666666666666666,12.0,0.0,0.0,22,4.530085365327984,4.4452064646511605e+20,0.6453290063991465
17.0,0.6470588235294118,17.0,0.0,0.0,21,7.703292005467249,1.5520051591602992e+20,0.3731660874717175
29.0,0.4482758620689655,29.0,0.0,0.0,2,0.8874852620822734,3.855161341821437e+20,0.010242370456218024
22.0,0.5,22.0,0.0,0.0,31,9.399284021929056,4.876487586270342e+20,2.081618862493377
10.0,0.7,10.0,0.0,0.0,9,9.273763521318251,2.2086448565015213e+20,0.26821768408269114
27.0,0.48148148148148145,27.0,0.0,0.0,6,2.553888066359484,1.1742877791484492e+20,0.02690269203524057
9.0,1.0,9.0,0.0,0.0,37,0.9007534162164159,1.7231308456302756e+20,0.09001884746579296
28.0,0.42857142857142855,28.0,0.0,0.0,19,4.370168370273702,2.9514858500333725e+20,0.363055643686726
30.0,0.3333333333333333,30.0,0.0,0.0,25,4.229969450845914,2.339122991663409e+20,0.36073401862267007
37.0,0.35135135135135137,37.0,0.0,0.0,39,2.317592900024498,1.0524700627919872e+20,0.1444092059476398
7.0,0.7142857142857143,7.0,0.0,0.0,22,3.539981438950248,2.776637495862357e+20,0.3110043389556039
28.0,0.5,28.0,0.0,0.0,41,4.202791997515362,2.667980847858994e+20,0.6941948833580524
37.0,0.35135135135135137,37.0,0.0,0.0,43,6.272892224416123,1.0043970706623705e+19,0.04112681606542031
12.0,0.5833333333333334,12.0,0.0,0.0,3,7.051749638492737,5.32857630931654e+19,0.016044860648859953
14.0,0.6428571428571429,14.0,0.0,0.0,26,8.266293440546372,1.0234459197309195e+20,0.3216169076310079
38.0,0.3684210526315789,38.0,0.0,0.0,4,5.67986192950909,1.781867762733188e+20,0.06203494966947296
18.0,0.4444444444444444,18.0,0.0,0.0,35,8.684521231491045,2.958724337902276e+20,1.2705515338604199
15.0,0.4666666666666667,15.0,0.0,0.0,52,4.578466987727015,3.843776559715619e+20,1.2804157713460838
39.0,0.3333333333333333,39.0,0.0,0.0,14,9.66886484989509,4.681638741822732e+20,0.9669600288562972
5.0,1.0,5.0,0.0,0.0,56,6.838948662907092,4.0581434562336896e+20,2.389570733171321
28.0,0.42857142857142855,28.0,0.0,0.0,49,2.257301557603386,1.1209920018294682e+20,0.18368296943407939
8.0,1.0,8.0,0.0,0.0,20,3.3066649150159533,3.635331553905401e+20,0.3750496870769818
7.0,0.8571428571428571,7.0,0.0,0.0,53,2.570240935061687,3.8638737989274514e+20,0.7870776285019093
15.0,0.7333333333333333,15.0,0.0,0.0,30,2.962329454416395,4.037262747966025e+20,0.540279553820168
22.0,0.5,22.0,0.0,0.0,24,7.340210440693022,4.7335703255507396e+20,1.2216483457597351
16.0,0.5625,16.0,0.0,0.0,31,6.800511206747343,3.4628905006423684e+20,1.054896522321322
26.0,0.5,26.0,0.0,0.0,9,8.137120443345834,7.080832838947672e+19,0.07752446687369238
26.0,0.5384615384615384,26.0,0.0,0.0,49,5.019581056566729,3.463133540893021e+20,1.2865312612830322
34.0,0.38235294117647056,34.0,0.0,0.0,58,5.967645903490364,2.3541516331683217e+20,1.228711357346489
32.0,0.4375,32.0,0.0,0.0,26,8.732118729848144,1.3244519431986892e+20,0.4555560491113685
24.0,0.5,24.0,0.0,0.0,47,1.2063057333023153,4.887746020277541e+20,0.41013383224228406
24.0,0.4583333333333333,24.0,0.0,0.0,55,3.0307476211123126,3.183766274618903e+20,0.7765991412020811
17.0,0.5882352941176471,17.0,0.0,0.0,38,6.527459310685649,3.06440999935955e+20,1.1118798145092972
8.0,0.875,8.0,0.0,0.0,14,7.031687639148851,1.0503336303604392e+20,0.15613196463812692
13.0,0.6923076923076923,13.0,0.0,0.0,29,6.331251419208224,3.051878845850624e+20,0.826184354547618
8.0,0.75,8.0,0.0,0.0,10,4.827372140217509,3.877146900906429e+20,0.2732598916213087
9.0,0.8888888888888888,9.0,0.0,0.0,17,6.159501425277299,1.753824761738645e+20,0.2797025488598635
33.0,0.42424242424242425,33.0,0.0,0.0,46,3.6227322582484254,4.585619141116378e+20,1.159401927565057
10.0,0.7,10.0,0.0,0.0,54,0.5452419440402126,2.6811216549544654e+20,0.11485833889225618
23.0,0.5652173913043478,23.0,0.0,0.0,45,5.404766834881817,5.793671495337543e+19,0.2111666313064961
6.0,0.8333333333333334,6.0,0.0,0.0,26,6.1245434416461215,3.092925459283511e+20,0.7280964110791202
34.0,0.38235294117647056,34.0,0.0,0.0,32,3.575051054958809,3.642069380755414e+20,0.6282967912961481
14.0,0.5714285714285714,14.0,0.0,0.0,2,6.479617440878305,4.185476072006245e+20,0.0777577278505469
11.0,0.7272727272727273,11.0,0.0,0.0,42,1.002126097946661,1.676775455715026e+20,0.10398481324767282
34.0,0.4117647058823529,34.0,0.0,0.0,32,7.27183526524901,4.838809972769424e+20,1.7111659186110206
24.0,0.4583333333333333,24.0,0.0,0.0,51,2.40646529198327,6.944955389666611e+19,0.12472758236535095
27.0,0.48148148148148145,27.0,0.0,0.0,24,9.97209418610613,3.544080246969219e+20,1.2681459822491818
21.0,0.6190476190476191,21.0,0.0,0.0,13,9.581149513317698,3.7277595611131485e+20,0.6988431527579566
28.0,0.42857142857142855,28.0,0.0,0.0,27,4.415637293050834,2.294536516131358e+20,0.40525916637727544
8.0,0.875,8.0,0.0,0.0,17,0.886021866535228,4.019594224210987e+20,0.09142237984399826
20.0,0.5,20.0,0.0,0.0,29,9.088361096588892,2.2283950824799558e+20,0.8516159083272866
13.0,0.6923076923076923,13.0,0.0,0.0,47,5.256298651834491,3.946166143690148e+20,1.4373925074333085
29.0,0.4827586206896552,29.0,0.0,0.0,15,7.284692842653873,4.188540600427544e+20,0.6913782370591884
36.0,0.3333333333333333,36.0,0.0,0.0,26,7.468475047661168,7.41737703295863e+19,0.21652643458918938
35.0,0.37142857142857144,35.0,0.0,0.0,9,1.6998641204464104,2.858816303682327e+20,0.06608881438627986
38.0,0.34210526315789475,38.0,0.0,0.0,5,7.377900669621964,4.7218998185190746e+20,0.26508745315511884
7.0,0.8571428571428571,7.0,0.0,0.0,6,7.728837347295938,4.618341920737597e+20,0.3202553772995959
15.0,0.6666666666666666,15.0,0.0,0.0,4,5.25182351552022,3.563702602117459e+20,0.11073596134138297
19.0,0.5789473684210527,19.0,0.0,0.0,56,4.848852025327005,4.966981142771766e+20,1.98810909755897
21.0,0.5714285714285714,21.0,0.0,0.0,23,8.151594124475533,1.1088446051779546e+20,0.3089447047790531
21.0,0.5238095238095238,21.0,0.0,0.0,15,9.672096510358188,2.371348270025038e+20,0.5047128761445931
15.0,0.6,15.0,0.0,0.0,28,5.22570681763132,2.8531557509594235e+20,0.606379754540007
7.0,0.5714285714285714,7.0,0.0,0.0,5,8.546331682008065,4.3442950196492435e+20,0.2563806233751269
27.0,0.48148148148148145,27.0,0.0,0.0,37,2.99226480864588,5.012215662590336e+19,0.0829658922452537
24.0,0.5416666666666666,24.0,0.0,0.0,49,8.290802292932892,3.652253288766133e+20,2.220642329363892
12.0,0.5833333333333334,12.0,0.0,0.0,10,1.0621284072923456,4.3232940821040156e+20,0.06535795021433422
26.0,0.4230769230769231,26.0,0.0,0.0,46,2.0032548304130717,2.7271433085654132e+20,0.36796924306015655
26.0,0.4230769230769231,26.0,0.0,0.0,49,9.218583246269468,2.631593032862578e+20,1.7405580758903032
32.0,0.375,32.0,0.0,0.0,10,2.357767230052196,2.21738698832465e+20,0.07789842742349827
25.0,0.48,25.0,0.0,0.0,39,1.4496021502057153,1.039940614632907e+20,0.08698351246612877
20.0,0.6,20.0,0.0,0.0,27,4.5090322384190795,3.561076377556398e+20,0.6459734394786485
37.0,0.35135135135135137,37.0,0.0,0.0,4,7.26870259353475,2.059753383856239e+20,0.09091080133150346
6.0,0.8333333333333334,6.0,0.0,0.0,12,2.9121940912939928,4.251022740638421e+20,0.21961771067050156
26.0,0.5,26.0,0.0,0.0,17,7.759931391588782,4.9983169837889775e+20,0.9857613593904464
5.0,0.8,5.0,0.0,0.0,7,9.77551654631138,1.4989498475509416e+20,0.1494973246982086
7.0,0.7142857142857143,7.0,0.0,0.0,50,4.457550321705309,3.898104212555544e+20,1.2495202612573668
27.0,0.37037037037037035,27.0,0.0,0.0,17,8.779619477274013,1.4709669650450678e+19,0.031848546883290134
29.0,0.41379310344827586,29.0,0.0,0.0,12,7.865308942223672,3.483551612595948e+20,0.4876020037200246
22.0,0.5454545454545454,22.0,0.0,0.0,48,5.890477061831732,4.198472017438776e+20,1.760667559837919
19.0,0.5789473684210527,19.0,0.0,0.0,51,5.471626847336431,2.0216624664858342e+20,0.8316029854980258
39.0,0.3333333333333333,39.0,0.0,0.0,6,1.3776401905653444,5.5263606593369874e+19,0.0069700096132295055
21.0,0.5238095238095238,21.0,0.0,0.0,36,6.701368351791687,4.385662855666904e+19,0.15521668221512253
29.0,0.4482758620689655,29.0,0.0,0.0,34,3.23946039143612,3.9105753941005435e+20,0.6447020194724185
30.0,0.36666666666666664,30.0,0.0,0.0,15,9.932700190766418,4.306293107420466e+19,0.09442165880082883
31.0,0.45161290322580644,31.0,0.0,0.0,3,5.047499980565082,1.4269726570816578e+20,0.032695939834376304
34.0,0.35294117647058826,34.0,0.0,0.0,23,2.71959985547646,2.3285912584901565e+20,0.21792594043903488
13.0,0.46153846153846156,13.0,0.0,0.0,33,1.3539346851385825,3.344383638796518e+20,0.2065247215953821
17.0,0.5294117647058824,17.0,0.0,0.0,3,9.307401383043919,3.869907929570486e+20,0.15552170411151844
35.0,0.34285714285714286,35.0,0.0,0.0,24,7.501951881980503,5.738126343216332e+19,0.15493283423513304
33.0,0.3939393939393939,33.0,0.0,0.0,11,2.026621646583262,2.2368711551221662e+20,0.07505241858482375
5.0,1.0,5.0,0.0,0.0,31,4.954630329628938,4.787148404711086e+20,1.1304854217100184
30.0,0.43333333333333335,30.0,0.0,0.0,29,8.665950915804759,3.329178485886247e+20,1.2536021939608044
13.0,0.7692307692307693,13.0,0.0,0.0,59,0.9274058131585504,5.270077834987041e+19,0.043404108964501954
17.0,0.5882352941176471,17.0,0.0,0.0,59,8.828419232427152,3.206501392819169e+20,2.4431469968759623
39.0,0.3076923076923077,39.0,0.0,0.0,57,2.729770347434769,2.8082424709977866e+20,0.6622371722173778
26.0,0.5384615384615384,26.0,0.0,0.0,36,3.2666850309230067,4.9741424544248496e+20,0.8835182716329981
24.0,0.4166666666666667,24.0,0.0,0.0,33,0.7989005511693512,8.42268033961104e+19,0.03212369205195829
10.0,0.8,10.0,0.0,0.0,19,1.4600398993441437,1.9739669614003746e+20,0.08186521322375753
7.0,0.8571428571428571,7.0,0.0,0.0,26,1.6767834475922134,2.6618250220413243e+20,0.17353007678561588
36.0,0.3888888888888889,36.0,0.0,0.0,5,0.9589035685067597,2.180989758925661e+19,0.0015952420658341862
12.0,0.5833333333333334,12.0,0.0,0.0,20,3.3263687851984045,3.356319522610198e+20,0.3178120148386946
24.0,0.5,24.0,0.0,0.0,46,7.3686992082649185,4.6701048167182336e+20,2.3428096490649133
25.0,0.48,25.0,0.0,0.0,26,8.780828056502633,6.875552196273369e+19,0.23223697923421854
13.0,0.6923076923076923,13.0,0.0,0.0,36,5.247533007585027,2.0372374087960884e+20,0.5674419531929299
12.0,0.6666666666666666,12.0,0.0,0.0,25,5.172218067007678,2.335879690464152e+20,0.43997448191940575
18.0,0.5,18.0,0.0,0.0,14,9.047921343042727,1.3253330313429906e+20,0.24090941623043868
22.0,0.5454545454545454,22.0,0.0,0.0,18,9.980030669747284,8.67939389529172e+19,0.2312534243057327
5.0,0.8,5.0,0.0,0.0,23,4.088971463653838,1.3407093259230837e+20,0.18377444060319306
23.0,0.5217391304347826,23.0,0.0,0.0,11,8.70491662045537,2.6603305026273857e+20,0.3773160882442805
16.0,0.5625,16.0,0.0,0.0,58,9.176354272470437,7.278306645158199e+19,0.5597529122637249
21.0,0.5714285714285714,21.0,0.0,0.0,7,7.897525515076062,1.249798708492977e+20,0.10267597455890945
30.0,0.36666666666666664,30.0,0.0,0.0,14,6.000726527668687,2.4493561814316722e+20,0.30282607529608074
38.0,0.3684210526315789,38.0,0.0,0.0,46,9.75844084035351,8.436738398042458e+19,0.5803313627605002
9.0,0.7777777777777778,9.0,0.0,0.0,48,2.4548891890106956,4.93951556481928e+20,0.8606200394678613
34.0,0.35294117647058826,34.0,0.0,0.0,34,1.8631695775553843,4.095501568546469e+20,0.3881693304840981
28.0,0.4642857142857143,28.0,0.0,0.0,35,3.138317808563004,3.3836383014682316e+20,0.5559011079588801
35.0,0.34285714285714286,35.0,0.0,0.0,24,7.791298056590205,1.5958066905188712e+20,0.44749602834748664
38.0,0.2894736842105263,38.0,0.0,0.0,12,2.886503148462018,1.961947093724393e+20,0.10199064738742812
